ConcentrationBROMP,ConfusionBROMP,BoredomBROMP,FrustrationBROMP,DelightBROMP
0.400170699,0.55293458,0.50837474,0.793334706,0.590094378
0.43209611,0.386214681,0.786703338,0.781351586,0.590094378
0.416594928,0.729479143,0.520626987,0.780626706,0.606927572
0.44529417,0.55293458,0.48170156,0.780004445,0.606927572
0.608202783,0.386214681,0.354527455,0.779054915,0.606927572
0.560826809,0.429287268,0.372337349,0.80824943,0.606927572
0.58962524,0.429287268,0.48466237,0.806603557,0.606927572
0.44987306,0.596529886,0.487384405,0.813011261,0.606927572
0.578394084,0.429287268,0.522795689,0.822248966,0.606927572
0.600047553,0.429287268,0.446182367,0.822248966,0.434485486
0.599707834,0.386214681,0.412909461,0.789418174,0.434619319
0.599999921,0.386214681,0.400274226,0.78088078,0.434619319
0.597186129,0.389627056,0.397486488,0.780599084,0.435727013
0.599605738,0.456069158,0.374787606,0.776234021,0.435727013
0.59218992,0.465459496,0.395049519,0.775484043,0.438643102
0.598568486,0.465459496,0.37500216,0.766548793,0.438643102
0.597588958,0.465459496,0.378437505,0.766417229,0.438272496
0.598676908,0.461885553,0.375073462,0.761856092,0.438272496
0.593412032,0.461885553,0.393633261,0.761142214,0.436298767
0.599238412,0.452522514,0.37550966,0.788915611,0.436284964
0.599255772,0.452522514,0.375456003,0.788915611,0.436284964
0.599253164,0.452522514,0.375465135,0.788915286,0.436282664
0.599256057,0.452522514,0.375456192,0.788915286,0.436282664
0.554316888,0.452522514,0.5369038,0.783498244,0.398627452
0.575483751,0.414093711,0.479594634,0.801067147,0.547851919
0.408470142,0.581447666,0.575525251,0.806869083,0.500915894
0.469981699,0.751787012,0.476200299,0.80384965,0.495216233
0.503586404,0.581447666,0.372570099,0.80384965,0.495216233
0.502933241,0.581447666,0.374685454,0.80378723,0.495052253
0.639714499,0.386214681,0.372611806,0.759416151,0.495052253
0.63240846,0.39531043,0.393028527,0.758725734,0.498365688
0.638608666,0.461988142,0.37300971,0.7540626,0.498365688
0.637098072,0.463956475,0.377207166,0.753917919,0.499052082
0.638379408,0.463956475,0.37309195,0.744407268,0.499052082
0.637307442,0.463956475,0.376728745,0.744302028,0.499539134
0.638216693,0.45446834,0.373808081,0.739455854,0.499539134
0.621454879,0.45446834,0.431566863,0.737810819,0.507081984
0.61863243,0.45250628,0.444108974,0.735480845,0.507803788
0.608028309,0.45250628,0.484024098,0.751322001,0.508845036
0.614028775,0.386214681,0.466297676,0.771289788,0.340719929
0.610727706,0.386214681,0.48034954,0.794630563,0.204984304
0.602639504,0.386214681,0.500402524,0.802510413,0.205555933
0.60370908,0.386214681,0.489119581,0.808544473,0.206009147
0.590630057,0.386214681,0.521203967,0.817875079,0.206718151
0.592772758,0.386214681,0.50835489,0.824709723,0.344448529
0.586108541,0.386214681,0.524287216,0.832286168,0.207877608
0.607489028,0.386214681,0.440223984,0.832286168,0.345296852
0.606378042,0.386214681,0.432988057,0.832193426,0.345734762
0.607321844,0.386214681,0.41256653,0.825005797,0.345734762
0.603321174,0.391039014,0.410328791,0.824661189,0.347311422
0.606720526,0.457541405,0.384353495,0.820971705,0.347311422
0.594753971,0.472591949,0.417125566,0.819929612,0.352027303
0.604927529,0.472591949,0.384243539,0.78798017,0.352027303
0.601001684,0.472591949,0.391577412,0.787593227,0.353583147
0.60433778,0.467533948,0.381122812,0.783328691,0.353583147
0.603424105,0.467533948,0.382821166,0.783237305,0.353945939
0.604200386,0.45250628,0.380397271,0.774520901,0.524043939
0.602956205,0.45250628,0.382708377,0.774392962,0.524582734
0.604013324,0.45250628,0.379410352,0.765427424,0.524582734
0.60249954,0.45250628,0.382219351,0.76526755,0.525237984
0.544355498,0.45250628,0.479865207,0.749788259,0.527335912
0.605303748,0.578396661,0.238429913,0.771129108,0.545335933
0.418341833,0.55293458,0.413161377,0.795416944,0.547440264
0.491706099,0.729479143,0.273345616,0.794716606,0.564997271
0.49872951,0.55293458,0.256040925,0.794716606,0.564997271
0.483675,0.55293458,0.278286576,0.793443017,0.571101503
0.633090721,0.386214681,0.24691501,0.785024362,0.571101503
0.630587237,0.386214681,0.250710308,0.784790534,0.572189479
0.610875464,0.386214681,0.279178824,0.774048708,0.572916498
0.629483702,0.386214681,0.23171969,0.774048708,0.572916498
0.615244469,0.386214681,0.252687448,0.772704791,0.579018952
0.556496761,0.386214681,0.322840539,0.75706704,0.581236217
0.488924263,0.729479143,0.198824491,0.78238661,0.598720058
0.50456606,0.55293458,0.169141087,0.78238661,0.598720058
0.460990192,0.55293458,0.220612651,0.778829979,0.61582433
0.634567928,0.386214681,0.150261201,0.769988394,0.61582433
0.628412095,0.386214681,0.15674771,0.769437763,0.61838976
0.63365497,0.386214681,0.147555203,0.76033625,0.61838976
0.631689117,0.386214681,0.149574539,0.760155586,0.619208619
0.633362864,0.386214681,0.146698318,0.750806327,0.619208619
0.623062078,0.386214681,0.157426551,0.749841346,0.623466227
0.631838523,0.386214681,0.142296146,0.745064199,0.623466227
0.630798695,0.386214681,0.143328166,0.744965384,0.623896357
0.631683999,0.386214681,0.141856356,0.735230244,0.623896357
0.631172385,0.386214681,0.142362103,0.735180434,0.624107937
0.631607953,0.386214681,0.141640355,0.725209559,0.624107937
0.622776345,0.397150883,0.154702764,0.724334817,0.627735305
0.630300496,0.463900873,0.141854775,0.729359306,0.627735305
0.62881422,0.465827505,0.143994867,0.729213635,0.62834582
0.630079742,0.465827505,0.141890882,0.719103938,0.62834582
0.629094064,0.465827505,0.143623365,0.719005149,0.628750477
0.629933312,0.454425702,0.142228103,0.713863846,0.628750477
0.610704688,0.454425702,0.178960208,0.711940503,0.636529658
0.609358536,0.45250628,0.183671885,0.708617938,0.637026469
0.606918646,0.45250628,0.190678773,0.725740661,0.637512451
0.604427493,0.45250628,0.197558218,0.761023463,0.467212569
0.604096633,0.386214681,0.200131429,0.796431777,0.304164893
0.617080575,0.386214681,0.166867446,0.796431777,0.304164893
0.616360575,0.386214681,0.161986879,0.796372016,0.304428601
0.616973863,0.386214681,0.154870942,0.788040848,0.304428601
0.615219607,0.388354469,0.151693196,0.787891002,0.305071235
0.616713982,0.454741238,0.144255429,0.783630802,0.305071235
0.61633162,0.455228827,0.144803417,0.783597659,0.30521146
0.616657307,0.455228827,0.144035671,0.774891581,0.30521146
0.616242588,0.455757737,0.144629315,0.774854608,0.305363579
0.616595837,0.453521938,0.144045272,0.765901871,0.305363579
0.611972997,0.459407312,0.150763982,0.765479454,0.307058418
0.615911875,0.458919018,0.144151966,0.756271182,0.307058418
0.614621665,0.458919018,0.146004545,0.756150106,0.307532779
0.615720737,0.458389529,0.144181739,0.7514535,0.307532779
0.607693629,0.458389529,0.155990393,0.750693957,0.310482733
0.602553128,0.462145475,0.16224022,0.778287861,0.475395853
0.574840635,0.462145475,0.202593485,0.775064682,0.476458004
0.621613037,0.651976479,0.098811982,0.778421878,0.662660877
0.571197665,0.443025556,0.429539213,0.847598502,0.004207067
0.485712732,0.609900666,0.144160045,0.847598502,0.664145333
0.485038286,0.600621111,0.145075433,0.818400121,0.664390624
0.622936125,0.433463761,0.14417433,0.810756038,0.664390624
0.608771985,0.451431545,0.16562577,0.809721088,0.669806044
0.62085666,0.470607719,0.144490249,0.775243667,0.669806044
0.619485897,0.472371911,0.146472733,0.775130097,0.670329881
0.620654363,0.472371911,0.144520866,0.766185008,0.670329881
0.61906445,0.472371911,0.147337361,0.766049714,0.670936719
0.620419755,0.454260842,0.145065071,0.761483633,0.670936719
0.605227184,0.454260842,0.17373692,0.760185054,0.676666133
0.618190847,0.45250628,0.150313681,0.750836567,0.676666133
0.617505577,0.45250628,0.151559374,0.750776289,0.676924515
0.618089728,0.45250628,0.150030575,0.7411859,0.676924515
0.616600529,0.454407226,0.152246827,0.74105171,0.677485352
0.617870061,0.522440763,0.145159338,0.73616577,0.677485352
0.609654505,0.532950329,0.157345395,0.735420055,0.680559089
0.616661693,0.532950329,0.145121004,0.725454833,0.680559089
0.615702844,0.532950329,0.146780092,0.725347987,0.680470442
0.616682093,0.531040619,0.145146302,0.720277588,0.680470442
0.606118381,0.531040619,0.164198837,0.719095616,0.679516059
0.61689906,0.520526741,0.145422882,0.708759037,0.679516059
0.598647699,0.520526741,0.179437343,0.706692753,0.677948439
0.617243981,0.45250628,0.145895518,0.711910907,0.677948439
0.612428966,0.45250628,0.154379595,0.711370923,0.677548191
0.617329547,0.45250628,0.146020245,0.716539233,0.677548191
0.616563746,0.45250628,0.147346499,0.716454211,0.67748502
0.617342952,0.45250628,0.146040094,0.716454211,0.67748502
0.609115719,0.462967176,0.158274833,0.715693866,0.680589621
0.616122689,0.531034909,0.146217543,0.710516371,0.680589621
0.614441848,0.533182912,0.148658887,0.710359265,0.681223085
0.615872753,0.533182912,0.146253804,0.699835401,0.681223085
0.614100954,0.533182912,0.14940525,0.699666454,0.681889878
0.615609313,0.522679613,0.146861117,0.694321745,0.681889878
0.602347849,0.522679613,0.171755729,0.693054597,0.686828188
0.594299957,0.45250628,0.189562892,0.71086183,0.687336803
0.610790979,0.45250628,0.158311925,0.741047387,0.687336803
0.610788736,0.45250628,0.157710818,0.741047191,0.687336862
0.594213559,0.45250628,0.19093248,0.746608388,0.687768093
0.445487547,0.45250628,0.631671932,0.742981885,0.691698803
0.445958657,0.55293458,0.216341115,0.775333966,0.691698803
0.445389198,0.55293458,0.217650194,0.775293053,0.691899426
0.584734215,0.386214681,0.21659258,0.770853413,0.691899426
0.582604838,0.388743987,0.213530401,0.770695759,0.69266143
0.584419251,0.455147793,0.150782523,0.766192681,0.69266143
0.581163134,0.459189492,0.155530737,0.765948603,0.693823835
0.583937813,0.459189492,0.150666497,0.756752898,0.693823835
0.582559474,0.459189492,0.152661088,0.756646832,0.694315273
0.583733916,0.456544177,0.150693366,0.751956655,0.694315273
0.578881119,0.456544177,0.157803438,0.751579156,0.6960396
0.579525733,0.455252251,0.155878014,0.779889265,0.69612064
0.582500767,0.455252251,0.150855545,0.779889265,0.69612064
0.557700515,0.455252251,0.18981515,0.778135874,0.696688626
0.574323269,0.458810784,0.157965535,0.811993576,0.696792076
0.566810247,0.458810784,0.168478557,0.811285605,0.697050118
0.556233739,0.456061318,0.183004925,0.77559505,0.697505048
0.53174638,0.421098984,0.221554876,0.833529203,0.698423244
0.567407746,0.421098984,0.152796758,0.833529203,0.698423244
0.567407746,0.417607242,0.152796758,0.802312468,0.698423244
0.000188793,0.55293458,1,0.468497407,0.461816285
0.481133352,0.55293458,0.310074105,0.36839996,0.330977523
0.511232352,0.55293458,0.235038586,0.368766809,0.330977523
0.64979253,0.386214681,0.227460201,0.368928522,0.332197057
0.632718546,0.406377848,0.271845658,0.426870828,0.332197057
0.576267645,0.402317508,0.443234038,0.417744582,0.359242401
0.502289477,0.569538508,0.258282948,0.423983389,0.359769727
0.484083689,0.58436764,0.305315532,0.476774633,0.359769727
0.632278375,0.417010589,0.27539351,0.477028314,0.361627157
0.627216764,0.400713954,0.289547855,0.419367946,0.365161862
0.562567384,0.400713954,0.317603951,0.416790351,0.365161862
0.467779624,0.688459377,0.217977372,0.430112573,0.381551208
0.496947871,0.729479143,0.221691343,0.380299339,0.398214732
0.532578237,0.55293458,0.496960818,0.38064484,0.00141176
0.686796561,0.386214681,0.36201294,0.381194018,0.00141176
0.709230109,0.386214681,0.23919821,0.381788278,0.00141176
0.714809894,0.386214681,0.143311135,0.381987336,0.001421208
0.717205273,0.386214681,0.039394911,0.376066818,0.400106898
0.706470573,0.396431727,0.047642201,0.420926847,0.400106898
0.646520523,0.396431727,0.122083,0.42474273,0.400106898
0.548554273,0.587511108,0.323964863,0.490835513,0.400106898
0.558699897,0.600167795,0.300904885,0.544039891,0.400106898
0.693989766,0.432999824,0.287839609,0.544456038,0.403300856
0.694441222,0.430774831,0.285549554,0.486075621,0.403300856
0.656050765,0.559254229,0.401196994,0.488490057,0.421850796
0.691749373,0.534913422,0.285595833,0.436427114,0.421850796
0.689033619,0.527951169,0.292969353,0.385861247,0.421850796
0.69174368,0.527951169,0.284524399,0.385913035,0.421850796
0.670393556,0.519513363,0.346496893,0.38709019,0.431469917
0.689492375,0.458601827,0.286519703,0.437980413,0.431469917
0.689503132,0.458601827,0.286486506,0.437980581,0.431469917
0.645225714,0.452520711,0.417857924,0.440370049,0.431469917
0.552350446,0.552957078,0.294235912,0.49896082,0.431469917
0.683475835,0.386236257,0.294217769,0.498960934,0.431469917
0.557090777,0.386222448,0.662141199,0.453153069,0.431469917
0.488625566,0.552942679,0.4284273,0.455320084,0.431469917
0.468761232,0.552942679,0.428080483,0.458144585,0.431469917
0.546869856,0.729479143,0.283479924,0.406645222,0.448731714
0.485937832,0.55293458,0.75772247,0.40951232,0.001736072
0.537733395,0.55293458,0.291544909,0.409542557,0.448976739
0.670185395,0.386214681,0.29245055,0.403483829,0.44935789
0.594598944,0.485271886,0.509814693,0.401247012,0.44935789
0.524355522,0.649503406,0.304262334,0.413573801,0.44935789
0.525792464,0.649503406,0.300473853,0.413598844,0.449560276
0.654971877,0.485271886,0.31590431,0.407752771,0.451819659
0.656622074,0.485271886,0.311288958,0.401808486,0.453066581
0.626851692,0.386214681,0.409438193,0.397377739,0.466522926
0.654696213,0.386220722,0.320967873,0.442378283,0.466522926
0.654699401,0.386220722,0.320958522,0.442378451,0.466522926
0.59430494,0.386220722,0.524360074,0.445472376,0.466522926
0.510024404,0.552940879,0.356226138,0.47064351,0.466896507
0.645061681,0.386220722,0.35803872,0.46441166,0.467437483
0.631453874,0.404932227,0.396427595,0.407371773,0.467437483
0.642689449,0.471966156,0.359745997,0.413569276,0.467437483
0.626745398,0.471966156,0.404737148,0.414443282,0.474547493
0.635593223,0.4769697,0.373907078,0.460164138,0.474547493
0.604118734,0.4769697,0.462585548,0.462044585,0.474547493
0.6348527,0.39098227,0.362598619,0.468382969,0.474882333
0.606756634,0.42727476,0.442298102,0.463565039,0.474882333
0.614355495,0.494931091,0.473992176,0.478175241,0.407662244
0.511515,0.589703816,0.36587918,0.389418851,0.407688479
0.637326403,0.422371544,0.38389288,0.389914305,0.412226114
0.645798773,0.422371544,0.356701245,0.383911399,0.412228587
0.637504826,0.396584172,0.379658994,0.378348639,0.412674304
0.643697061,0.463312115,0.359467847,0.343247942,0.412718469
0.643670484,0.463312115,0.359240472,0.343281962,0.413046947
0.640056174,0.463312115,0.368937258,0.337795929,0.414959649
0.638861302,0.463312115,0.370689022,0.332377975,0.417116675
0.632846005,0.45250628,0.385637112,0.327243525,0.421648237
0.64134164,0.452512593,0.358468707,0.369165119,0.421648634
0.641345921,0.452512593,0.35845422,0.369165225,0.421648747
0.625113798,0.452512593,0.403516435,0.369943608,0.42247353
0.582669371,0.452512593,0.490729939,0.372586412,0.425121107
0.500231526,0.552940879,0.386539824,0.409761877,0.426079902
0.505975211,0.675280388,0.364361608,0.360681073,0.443855033
0.502995847,0.729479143,0.441736297,0.362553624,0.462920835
0.533962555,0.55293458,0.676060723,0.362769417,0.001853132
0.624035136,0.386214681,0.777220575,0.359204699,0.00201894
0.652464469,0.386214681,0.370057187,0.359770548,0.491692562
0.659578575,0.386214681,0.345995213,0.354093511,0.492937177
0.651980776,0.386214681,0.366281979,0.354574691,0.497493643
0.659318882,0.386214681,0.342307528,0.354626524,0.497984008
0.659758161,0.386214681,0.340724773,0.348878353,0.498197235
0.652278004,0.396292005,0.361345324,0.343529254,0.498504837
0.656244979,0.466660654,0.347502227,0.343660332,0.499761677
0.656435812,0.466660654,0.347310504,0.338076191,0.49984401
0.626408858,0.466660654,0.452487559,0.339567632,0.514206148
0.653537198,0.466667902,0.362752658,0.388164309,0.514206464
0.489330091,0.456153177,0.846811803,0.395927341,0.519327632
0.493471879,0.552941779,0.47156002,0.426556858,0.519329377
0.466768119,0.552941779,0.559552945,0.419775079,0.520053364
0.604332822,0.386221585,0.545417451,0.435670582,0.520672574
0.60524186,0.386214681,0.545991187,0.401129811,0.35131062
0.586999952,0.386214681,0.509757979,0.439255837,0.212863856
0.599920817,0.386214681,0.47048691,0.45606702,0.35248394
0.612907538,0.386214681,0.412114931,0.456023733,0.352708171
0.611757592,0.388210139,0.401266147,0.449629991,0.352746141
0.598197186,0.473553666,0.427115193,0.448525415,0.358568174
0.610964057,0.473553666,0.366205886,0.442273618,0.358562353
0.608774134,0.476354169,0.362647514,0.442113114,0.35861251
0.606786011,0.54439492,0.372876571,0.441668884,0.522269585
0.604095038,0.542308286,0.390296952,0.440775653,0.51343845
0.614685735,0.523336154,0.357351976,0.486718055,0.513428547
0.614691212,0.523336154,0.357337515,0.486717812,0.513424833
0.568167782,0.52053401,0.555956373,0.481828191,0.438645438
0.472659292,0.552941779,0.426685196,0.499003612,0.411523003
0.499689819,0.55293458,0.261738397,0.367560889,0.330977523
0.501330689,0.55293458,0.258194163,0.368492793,0.330977523
0.652280576,0.386214681,0.221270129,0.368569053,0.331552546
0.593327133,0.447014303,0.388085055,0.428401061,0.331552546
0.618357599,0.457043077,0.313474865,0.475027774,0.331552546
0.500426452,0.623289534,0.262603889,0.475284878,0.333364912
0.631682641,0.457043077,0.276447578,0.469462912,0.33680323
0.631303415,0.457043077,0.277687081,0.463600994,0.339913981
0.637441037,0.40789829,0.261228393,0.405891168,0.340309757
0.627436939,0.394929216,0.288634421,0.400346374,0.340309757
0.61445855,0.394929216,0.326347381,0.401461113,0.348611062
0.63280603,0.394929216,0.274460846,0.401507301,0.348956885
0.619931651,0.405859141,0.310817847,0.447286974,0.348956885
0.626640871,0.405859141,0.291909343,0.460092237,0.350852123
0.623356532,0.397061694,0.301357504,0.402819165,0.353717162
0.594623086,0.397061694,0.308085794,0.404558923,0.353717162
0.631290032,0.589457607,0.186577967,0.417812193,0.369892133
0.63272928,0.386214681,0.474612282,0.380380142,0.001252606
0.641950779,0.386214681,0.261586452,0.3805817,0.371472181
0.644814078,0.386214681,0.254166306,0.374664178,0.371710602
0.612870077,0.412229487,0.352412357,0.420481971,0.371710602
0.63690613,0.412229487,0.283072344,0.420684655,0.373250501
0.638738429,0.414249162,0.27766263,0.414609654,0.373250501
0.633820059,0.489881164,0.289925275,0.414929093,0.375692278
0.63780561,0.49174507,0.278520835,0.408870208,0.376240962
0.597101263,0.519124126,0.387962991,0.361226607,0.392417938
0.631719161,0.519124126,0.285655465,0.367160499,0.392417938
0.573103132,0.517044476,0.483280809,0.369995234,0.415645152
0.607944627,0.440842955,0.376690715,0.382688368,0.415645152
0.484666546,0.606013775,0.333666922,0.388705622,0.415816311
0.620288001,0.388848882,0.338246555,0.382813181,0.415816311
0.61956107,0.458564592,0.338691113,0.382937849,0.416831891
0.621150705,0.458564592,0.300406338,0.377005243,0.416831891
0.616654873,0.458564592,0.302321582,0.377248166,0.418824469
0.611132248,0.458564592,0.31470688,0.371793238,0.418824469
0.608700755,0.455810349,0.318182452,0.372315207,0.418824469
0.618065669,0.452515299,0.291696706,0.42258938,0.418824469
0.601227211,0.452515299,0.334349595,0.423428959,0.418824469
0.615713136,0.452527926,0.292952762,0.475378102,0.418824469
0.615724229,0.452527926,0.292921325,0.475378215,0.418824469
0.52077535,0.452527926,0.550452278,0.480084928,0.418824469
0.342812969,0.552947179,0.531610518,0.452858222,0.418824469
0.474479411,0.729489201,0.221614564,0.452858672,0.435968306
0.439512221,0.55293458,0.299797026,0.4031601,0.435968306
0.46880358,0.55293458,0.227368264,0.403195594,0.436255643
0.599797833,0.39575039,0.242806012,0.397500665,0.436255643
0.606468916,0.462445558,0.227678869,0.397519633,0.435201438
0.606740775,0.462445558,0.228054498,0.397546156,0.433945593
0.605384068,0.462445558,0.257692349,0.39217438,0.402900112
0.61726552,0.462457323,0.228616321,0.437000628,0.402863108
0.617277368,0.452518005,0.228594288,0.437000795,0.402854569
0.602447356,0.452518005,0.404141722,0.44045908,0.256036842
0.499130533,0.552946279,0.383050872,0.463106013,0.155143158
0.588416384,0.729488482,0.238217725,0.463877597,0.149553791
0.601283293,0.55293458,0.209876037,0.412267116,0.148917579
0.72167621,0.391561971,0.217056669,0.406363754,0.149842123
0.724208101,0.458086396,0.209616125,0.370202926,0.149980769
0.72454278,0.458272827,0.208666965,0.370209857,0.150011542
0.721577516,0.5263268,0.214895204,0.335565095,0.150691446
0.720604767,0.5263268,0.215749078,0.335722877,0.15214198
0.723115758,0.520718457,0.209124732,0.330102751,0.152142683
0.717964351,0.587980668,0.220093424,0.297531096,0.153275707
0.721071683,0.587798725,0.21142055,0.297567714,0.153635953
0.713130742,0.587798725,0.228183466,0.29268161,0.157398872
0.71809576,0.587798725,0.214058762,0.287538952,0.158098822
0.719291619,0.587800733,0.210921947,0.32683595,0.158100456
0.719294108,0.587800733,0.210913834,0.326836099,0.158101157
0.699821181,0.587800733,0.253842445,0.327735704,0.162264086
0.689758524,0.587800733,0.268814049,0.328882966,0.173270226
0.708056714,0.452512593,0.217717306,0.334542254,0.173746617
0.708525991,0.386214681,0.216326098,0.284349902,0.173901636
0.700651284,0.396475801,0.233086449,0.279571501,0.175617721
0.706628174,0.463199507,0.217107624,0.289892445,0.175684103
0.702157219,0.463199507,0.226495048,0.290096027,0.177814112
0.696610047,0.463199507,0.236690137,0.290491331,0.179726731
0.69227796,0.463199507,0.242572998,0.296231304,0.182075436
0.700129319,0.45250628,0.22112608,0.296277339,0.182552563
0.698082504,0.456254036,0.225063564,0.291151595,0.183138107
0.698831151,0.526243907,0.222386167,0.291215342,0.183806359
0.6992558,0.526243907,0.221261461,0.291246586,0.183954177
0.699012682,0.526243907,0.221868369,0.291281346,0.184318928
0.688857331,0.526243907,0.248767238,0.286540938,0.189184633
0.689082672,0.522473659,0.247922843,0.281737871,0.190830138
0.647985757,0.520526741,0.371242372,0.283671976,0.19982966
0.684786529,0.386214681,0.258608057,0.315542225,0.200133967
0.682832002,0.389278103,0.262434807,0.310211373,0.200603396
0.680748057,0.460901145,0.260784424,0.310388692,0.202419613
0.682453394,0.460901145,0.251225204,0.305061928,0.202696888
0.677304847,0.460901145,0.239683715,0.305335551,0.205538685
0.663335389,0.460901145,0.267920235,0.30080015,0.20901293
0.677470703,0.457696496,0.2297145,0.306186359,0.20939562
0.674559559,0.457080446,0.235564394,0.30099024,0.21004923
0.67584238,0.527118501,0.231530753,0.301056706,0.210747082
0.676070775,0.527118501,0.230941378,0.295800689,0.210928378
0.649447752,0.527118501,0.304540259,0.296946121,0.223211092
0.671240997,0.45906137,0.243532625,0.296946263,0.223211697
0.650707921,0.454483974,0.300964928,0.305542329,0.226825045
0.647635944,0.45250628,0.310232284,0.339935238,0.230162829
0.639191638,0.386214681,0.335508016,0.387276558,0.132050067
0.655297635,0.386214681,0.273713798,0.387038861,0.070883352
0.654900129,0.389654323,0.273428458,0.380834146,0.071057004
0.64852959,0.466944595,0.276579032,0.380183835,0.135752731
0.649715407,0.466944595,0.260958979,0.338866947,0.136360245
0.65335727,0.466944595,0.239709521,0.338798998,0.136643165
0.64706192,0.466944595,0.251332874,0.33266637,0.138712183
0.639683508,0.463340624,0.26484564,0.326202075,0.250453385
0.626924284,0.45250628,0.288674745,0.31918984,0.261066134
0.642740265,0.45250628,0.245138394,0.319007745,0.262419992
0.627307593,0.45250628,0.27778273,0.312465251,0.27065363
0.633818818,0.386214681,0.25687746,0.317461134,0.274322188
0.552837962,0.386214681,0.416382007,0.318293652,0.28707616
0.499474423,0.729479143,0.248261461,0.339905012,0.303718979
0.506333451,0.55293458,0.230429916,0.339639002,0.306172875
0.645219978,0.386214681,0.222706102,0.333929319,0.306704862
0.645611588,0.386214681,0.221580884,0.328298634,0.306947015
0.637410996,0.396569081,0.238220143,0.322308463,0.308215133
0.603898534,0.513506465,0.310348942,0.320382569,0.327671061
0.635886622,0.513506465,0.226535121,0.320327866,0.327839316
0.622595527,0.513506465,0.260658423,0.319677519,0.334805832
0.61264385,0.513506465,0.288777391,0.344442484,0.337800912
0.614719815,0.434839194,0.284293472,0.374338523,0.339924756
0.60145833,0.386214681,0.314743782,0.372249271,0.206474814
0.596869175,0.386214681,0.213225426,0.37616684,0.208902486
0.617499814,0.386214681,0.102422657,0.376108854,0.347065883
0.616154575,0.388530143,0.09882517,0.370039834,0.347316162
0.611878421,0.462167681,0.161342287,0.369595512,0.350140141
0.598350774,0.462167681,0.177142503,0.362373786,0.352427914
0.610776542,0.462167681,0.229889217,0.362178248,0.35371749
0.603059999,0.462167681,0.247937141,0.355646275,0.358459774
0.611232059,0.45975056,0.228271454,0.399036939,0.358460916
0.611237374,0.452513495,0.228258931,0.399036767,0.358461201
0.557124261,0.452513495,0.373249397,0.39524083,0.364817011
0.601135773,0.386221585,0.251551547,0.413473713,0.365165758
0.599667287,0.386221585,0.255174852,0.407206505,0.366147815
0.595218855,0.393399063,0.264068956,0.351461037,0.366856932
0.598649046,0.462020914,0.2547653,0.357143251,0.367639969
0.599615786,0.462020914,0.252388973,0.35132815,0.367686071
0.598538373,0.462020914,0.25520158,0.351237457,0.368351803
0.583075836,0.462020914,0.297152175,0.344449181,0.376180155
0.578927302,0.454522349,0.310321072,0.363042733,0.378177534
0.59327289,0.45250628,0.271781795,0.363008102,0.378394312
0.591293026,0.45536531,0.275818504,0.357000479,0.378656018
0.586883253,0.53114198,0.284217484,0.356528959,0.381651842
0.591965857,0.53114198,0.263113147,0.350723111,0.381368627
0.591938977,0.53114198,0.25505298,0.350691882,0.381104917
0.592184281,0.53114198,0.254325377,0.344938684,0.380998926
0.589017221,0.528268653,0.265291233,0.338862369,0.37774506
0.574590901,0.543422292,0.321613856,0.379174137,0.349860783
0.587364361,0.475376266,0.296960295,0.401917488,0.339698704
0.601027402,0.475376266,0.262226443,0.40173493,0.338353597
0.602815787,0.475376266,0.257902342,0.395636759,0.338124196
0.597645217,0.475376266,0.275723977,0.388986979,0.333581766
0.604482281,0.386214681,0.258259018,0.340352724,0.333386229
0.604071827,0.387046682,0.259008207,0.334646328,0.333480508
0.59990852,0.453375602,0.27353344,0.334157826,0.327168068
0.603104678,0.456845727,0.264034319,0.351065023,0.327547885
0.604159506,0.524893116,0.26140767,0.356764993,0.32771859
0.586759547,0.524893116,0.309101593,0.355541656,0.336365862
0.529095529,0.524018122,0.489946339,0.42490779,0.345448841
0.419223078,0.55639109,0.392034855,0.452816027,0.349164335
0.444703849,0.552940879,0.317010104,0.505205551,0.349165327
0.547035252,0.386220722,0.42889689,0.501451105,0.353429617
0.576655714,0.386220722,0.329167285,0.50139712,0.353674819
0.57533128,0.388235253,0.2947762,0.494891726,0.353878601
0.311876586,0.753820859,0.878501352,0.47086721,0.481735796
0.375562912,0.832586096,0.326928687,0.423926427,0.489825333
0.38881326,0.832586096,0.271442837,0.423902962,0.489855808
0.525579738,0.718154612,0.273680589,0.423792984,0.489998655
0.498024373,0.791903827,0.335641981,0.421685893,0.50347179
0.516771124,0.508826709,0.28479873,0.415152054,0.503962366
0.499388964,0.48835135,0.331161958,0.413611847,0.505982085
0.505443297,0.48835135,0.314138968,0.412770934,0.50708688
0.31992612,0.658074853,0.445232954,0.414574112,0.512793464
0.364865498,0.626639254,0.29751324,0.414342716,0.513098515
0.497292642,0.460591739,0.30542994,0.413886743,0.516300057
0.503085245,0.46060802,0.290087997,0.459313012,0.516301921
0.490767644,0.46060802,0.318054327,0.458493067,0.517358948
0.48554028,0.386230216,0.325992187,0.457472947,0.518675481
0.497685155,0.386230216,0.292811432,0.457419318,0.519051684
0.488460314,0.397498774,0.313460059,0.450503111,0.519883361
0.49525178,0.464245906,0.294658565,0.399136513,0.520007721
0.489929352,0.464245906,0.306172958,0.398727689,0.52300635
0.471713836,0.464245906,0.346918814,0.391225868,0.524959144
0.491506362,0.464257678,0.292430017,0.448500047,0.524960417
0.474443806,0.452518005,0.331796044,0.447433779,0.526345612
0.440142928,0.489442249,0.411953244,0.503034795,0.530207851
